sales_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_ons_Purchased,Add_on_Total
192,1184,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-08-09,Express,"Accessory,Extended Warranty,Accessory",90.9
193,1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-02-06,Express,,0
194,1186,18,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2023-12-01,Express,"Accessory,Accessory,Accessory",125.76
195,1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-02-02,Express,,0
196,1188,52,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-01-28,Standard,"Impulse Item,Extended Warranty,Accessory",75.39
197,1188,52,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2024-08-21,Standard,"Extended Warranty,Impulse Item",86.82
198,1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2023-11-17,Express,,0
199,1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2023-12-03,Overnight,"Extended Warranty,Accessory",46.11
200,1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2023-12-26,Express,,0
201,1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-08-10,Standard,"Accessory,Impulse Item",38.32
202,1192,60,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-11-24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",131.53
203,1192,60,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-02-25,Standard,Accessory,11.99
204,1192,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-09-14,Overnight,"Accessory,Accessory,Extended Warranty",51.93
205,1193,19,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-04,Express,"Extended Warranty,Accessory",44.39
206,1193,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-08-18,Overnight,"Accessory,Impulse Item,Accessory",88.37
207,1194,61,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-12,Express,,0
208,1195,32,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-10-13,Overnight,,0
209,1196,77,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2023-12-14,Standard,,0
210,1196,77,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-04-07,Express,,0
211,1196,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-05-10,Express,Accessory,31.26
212,1197,77,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-05-10,Overnight,Extended Warranty,17.61
213,1197,77,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-06-30,Standard,Extended Warranty,36.12
214,1197,77,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4175.64,463.96,9,2024-09-21,Express,,0
215,1199,60,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-07-11,Express,Impulse Item,22.07
216,1203,43,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2024-01-17,Standard,"Accessory,Accessory",23.52
217,1203,43,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2024-04-30,Standard,Accessory,22.29
218,1205,74,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-08-02,Standard,,0
219,1208,62,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-07-25,Standard,,0
220,1210,24,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-02-26,Standard,,0
221,1210,24,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,2024-04-29,Overnight,Accessory,31.5
222,1211,24,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-01-04,Standard,Impulse Item,25.55
223,1211,24,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-01-29,Overnight,"Accessory,Accessory,Accessory",83.33
224,1211,24,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-07-07,Standard,,0
225,1212,79,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-04-10,Overnight,"Extended Warranty,Extended Warranty",45.67
226,1215,47,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2023-12-18,Standard,Extended Warranty,33.58
227,1215,47,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-09-15,Overnight,"Accessory,Impulse Item,Impulse Item",121.35
228,1216,35,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-09-20,Express,"Extended Warranty,Extended Warranty,Impulse Item",60.11
229,1217,43,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2024-02-09,Express,Extended Warranty,45.61
230,1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-02-15,Express,,0
231,1217,43,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-03-22,Overnight,Accessory,35.86
232,1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2024-03-24,Express,"Accessory,Impulse Item,Impulse Item",112.77
233,1218,48,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2023-12-29,Overnight,"Extended Warranty,Extended Warranty",39.54
234,1220,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,2024-03-13,Standard,"Impulse Item,Extended Warranty,Extended Warranty",64.55
235,1220,72,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-08-08,Overnight,"Extended Warranty,Extended Warranty",56.39
236,1222,32,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-08-13,Standard,"Impulse Item,Impulse Item",71.08
237,1223,53,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2024-03-08,Standard,,0
238,1224,63,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2024-06-19,Standard,Extended Warranty,30.03
239,1224,63,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-06-28,Standard,"Accessory,Accessory,Extended Warranty",103.02
240,1226,40,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,927.92,463.96,2,2024-05-25,Overnight,Extended Warranty,38.07
241,1226,40,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-08-18,Express,,0
242,1227,23,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-02-10,Overnight,"Extended Warranty,Impulse Item",70.87
243,1228,35,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2023-10-18,Express,Extended Warranty,25.66
244,1229,67,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2024-01-11,Overnight,,0
245,1232,22,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-02-23,Standard,Accessory,12.25
246,1234,58,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-05-27,Standard,Accessory,32.58
247,1234,58,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-09-23,Overnight,Extended Warranty,24.63
248,1235,38,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-08-22,Express,"Impulse Item,Accessory",37.79
249,1236,55,Male,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,186.75,20.75,9,2024-08-14,Standard,Accessory,16.2
250,1236,55,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,6329.52,791.19,8,2024-09-01,Overnight,"Impulse Item,Accessory",20.42
251,1237,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,2024-03-12,Express,"Impulse Item,Impulse Item,Impulse Item",84.41
252,1237,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,2024-04-06,Standard,"Extended Warranty,Accessory,Extended Warranty",117.41
253,1244,70,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2023-12-12,Overnight,Impulse Item,33.26
254,1244,70,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-02-05,Overnight,"Extended Warranty,Accessory",38.51
255,1244,70,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-02-07,Standard,"Impulse Item,Extended Warranty,Impulse Item",66.81
256,1244,70,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2024-05-23,Express,,0
257,1244,70,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2024-07-23,Standard,"Accessory,Accessory",66.63
258,1245,39,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2024-07-24,Overnight,,0
259,1246,61,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-01-05,Standard,,0
260,1247,47,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2023-10-18,Overnight,,0
261,1247,47,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-05-25,Overnight,Impulse Item,42.34
262,1248,66,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,2023-11-04,Overnight,,0
263,1248,66,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-02-15,Express,"Impulse Item,Impulse Item",81.47
264,1248,66,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-04-07,Standard,"Extended Warranty,Extended Warranty",54.16
265,1250,32,Female,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2023-10-14,Standard,Impulse Item,49.01
266,1250,32,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-08-26,Overnight,Accessory,41.67
267,1251,52,Female,Yes,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-06-13,Express,"Impulse Item,Extended Warranty,Extended Warranty",75.04
268,1252,29,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-04-15,Express,Accessory,27.99
269,1253,58,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2023-12-27,Express,"Extended Warranty,Extended Warranty",79.98
270,1253,58,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-02-15,Express,,0
271,1254,47,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-03-16,Overnight,"Extended Warranty,Impulse Item",75.85
272,1255,49,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-03-12,Overnight,Impulse Item,5.37
273,1255,49,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-08-10,Express,"Extended Warranty,Extended Warranty,Extended Warranty",75.25
274,1256,31,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2024-06-28,Standard,"Impulse Item,Accessory,Accessory",92.17
275,1257,55,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-07-17,Express,"Extended Warranty,Extended Warranty,Accessory",84.68
276,1258,65,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-05-10,Express,"Impulse Item,Impulse Item,Accessory",94.38
277,1261,76,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-01-31,Standard,Impulse Item,26.35
278,1262,44,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2023-11-24,Overnight,"Accessory,Impulse Item,Accessory",121.05
279,1263,20,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-10-19,Standard,"Impulse Item,Impulse Item",54.86
280,1263,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-22,Express,,0
281,1264,76,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-04-17,Express,,0
282,1265,29,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2023-10-12,Express,Impulse Item,7.28
283,1265,29,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,2023-11-09,Overnight,"Impulse Item,Accessory",46.57
284,1265,29,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-06-26,Express,,0
285,1265,29,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,20.75,20.75,1,2024-09-21,Standard,"Accessory,Extended Warranty",67.15
286,1266,23,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,791.19,791.19,1,2024-06-04,Standard,,0
287,1267,47,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-01-12,Overnight,,0
288,1268,54,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-09-30,Standard,,0
289,1268,54,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-04-18,Standard,,0
290,1268,54,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-07-22,Express,Accessory,14.76
291,1269,72,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-07-31,Overnight,"Extended Warranty,Accessory,Accessory",96.66
292,1271,36,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-10-11,Express,,0
293,1271,36,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-09-19,Express,Impulse Item,24.46
294,1272,27,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-03-11,Overnight,Extended Warranty,40.76
295,1276,30,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1235.15,247.03,5,2024-03-04,Standard,"Extended Warranty,Accessory,Accessory",112.19
296,1276,30,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-03-13,Standard,"Impulse Item,Extended Warranty",36.6
297,1277,20,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2024-03-08,Express,"Impulse Item,Impulse Item,Impulse Item",84.33
298,1277,20,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-06-13,Express,"Impulse Item,Accessory",38.42
299,1278,57,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2023-10-08,Standard,Accessory,23.78
300,1278,57,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2023-11-24,Overnight,"Impulse Item,Impulse Item",39.99
301,1278,57,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-02-05,Standard,"Extended Warranty,Accessory",39.33
302,1278,57,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2024-08-05,Standard,"Accessory,Extended Warranty",43.26
303,1280,72,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2023-11-26,Overnight,"Impulse Item,Accessory",23.94
304,1280,72,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-08-21,Standard,,0
305,1283,36,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-05-05,Express,"Impulse Item,Extended Warranty,Extended Warranty",102.23
306,1286,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-20,Express,"Accessory,Extended Warranty",82.32
307,1286,73,Male,Yes,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-06-08,Express,Accessory,46.24
308,1286,73,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-07-12,Standard,"Accessory,Impulse Item,Accessory",123.65
309,1287,52,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-12-07,Express,,0
310,1287,52,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-03-21,Standard,,0
311,1287,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,1582.38,791.19,2,2024-05-01,Overnight,,0
312,1287,52,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-08-12,Standard,"Accessory,Impulse Item,Accessory",80.21
313,1288,32,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-03-20,Express,Impulse Item,8.99
314,1290,54,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-01-08,Standard,"Impulse Item,Impulse Item,Extended Warranty",63.37
315,1292,56,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-11-18,Overnight,"Extended Warranty,Extended Warranty,Extended Warranty",105.63
316,1292,56,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-03-31,Express,"Extended Warranty,Extended Warranty",21.98
317,1292,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-06-29,Express,"Accessory,Impulse Item",47.2
318,1293,49,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-10-30,Express,"Impulse Item,Extended Warranty",57.53
319,1294,56,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-03-06,Standard,Impulse Item,16.04
320,1295,19,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,4747.14,791.19,6,2024-08-07,Overnight,,0
321,1296,60,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2023-10-18,Express,,0
322,1296,60,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-12-23,Standard,Impulse Item,19.74
323,1298,34,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2023-11-03,Express,"Impulse Item,Extended Warranty",76.31
324,1299,59,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2023-11-28,Overnight,"Impulse Item,Impulse Item,Accessory",53.4
325,1300,68,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2024-04-19,Overnight,"Extended Warranty,Accessory",86.54
326,1301,71,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2024-03-24,Standard,"Extended Warranty,Accessory",85.84
327,1301,71,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-08-01,Standard,"Impulse Item,Accessory",30.63
328,1302,46,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-31,Express,"Accessory,Extended Warranty,Accessory",95.51
329,1303,34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-06-21,Express,Impulse Item,31.39
330,1303,34,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-06-24,Express,"Accessory,Accessory",64.27
331,1304,23,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-10-24,Express,,0
332,1305,24,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-11-08,Overnight,"Extended Warranty,Impulse Item",78.2
333,1305,24,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5913.81,844.83,7,2024-06-13,Standard,Impulse Item,29.83
334,1306,33,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2023-10-06,Overnight,Impulse Item,30.16
335,1306,33,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-01-28,Express,"Impulse Item,Accessory,Impulse Item",53.16
336,1307,50,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-03-18,Standard,"Accessory,Impulse Item,Accessory",82.51
337,1307,50,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2024-05-25,Express,"Accessory,Impulse Item",26.92
338,1308,30,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-01-07,Standard,"Accessory,Impulse Item",41.62
339,1309,40,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-04-07,Overnight,"Accessory,Accessory,Extended Warranty",59.35
340,1309,40,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-08-24,Overnight,"Extended Warranty,Accessory,Extended Warranty",118.06
341,1310,77,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,2023-11-26,Overnight,"Accessory,Accessory,Extended Warranty",55.81
342,1310,77,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-08-23,Standard,,0
343,1311,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2024-08-30,Express,"Accessory,Extended Warranty,Accessory",100.29
344,1312,53,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,2024-06-13,Express,"Accessory,Impulse Item,Accessory",118.23
345,1313,51,Male,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2024-01-07,Express,Accessory,31.97
346,1313,51,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-06-20,Express,"Accessory,Extended Warranty",40.54
347,1314,30,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-12-09,Overnight,Accessory,27.93
348,1314,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2024-09-07,Express,,0
349,1315,48,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-03-17,Express,,0
350,1315,48,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,2024-05-29,Express,"Accessory,Impulse Item",47.9
351,1315,48,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2024-06-08,Overnight,,0
352,1315,48,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,2024-06-25,Overnight,,0
353,1316,52,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-05-11,Overnight,,0
354,1316,52,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-05-31,Overnight,"Extended Warranty,Accessory,Extended Warranty",38.84
355,1316,52,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-09-05,Standard,,0
356,1317,23,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-05-09,Overnight,"Accessory,Impulse Item",47.8
357,1317,23,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,124.5,20.75,6,2024-05-21,Overnight,Accessory,38.68
358,1318,20,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2023-11-19,Standard,,0
359,1320,60,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2023-11-21,Standard,Accessory,16.4
360,1321,28,Male,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-12-09,Overnight,Extended Warranty,39.25
361,1321,28,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2024-03-23,Standard,"Impulse Item,Accessory,Extended Warranty",100.79
362,1324,34,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-06-14,Overnight,,0
363,1326,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-11,Standard,,0
364,1327,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2023-12-07,Standard,,0
365,1327,80,Male,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-01-02,Overnight,"Accessory,Impulse Item,Impulse Item",46.1
366,1327,80,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,494.06,247.03,2,2024-09-20,Standard,"Extended Warranty,Impulse Item,Impulse Item",112.83
367,1328,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-05-16,Overnight,,0
